candidate,dataset,family,qualified_comparison,baseline_ndcg_at_10,candidate_ndcg_at_10,delta_ndcg_at_10,diagnostic_measured_delta,generation,profile
g1-neural-titles,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0,1,neural-titles
g1-neural-titles,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0,1,neural-titles
g1-neural-titles,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,adaptive,True,0.5033603261131847,0.5033603261131847,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,classical,True,0.43423767296046306,0.43423767296046306,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,embeddings,True,0.516406878690786,0.6319043854152289,0.11549750672444281,0.11549750672444281,1,neural-titles
g1-neural-titles,enterprise,ensemble,True,0.5534950398893288,0.5566385701162351,0.003143530226906277,0.003143530226906277,1,neural-titles
g1-neural-titles,enterprise,entity-graph,True,0.4673466879301481,0.4673466879301481,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0,1,neural-titles
g1-neural-titles,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0,1,neural-titles
g1-neural-bm25,architecture,adaptive,True,0.8560699230171966,0.8579850860692957,0.0019151630520990448,0.0019151630520990448,1,neural-bm25
g1-neural-bm25,architecture,classical,True,0.9257807641624444,0.8982687155213783,-0.027512048641066045,-0.027512048641066045,1,neural-bm25
g1-neural-bm25,architecture,embeddings,True,0.7237714735653961,0.7708433851860573,0.047071911620661266,0.047071911620661266,1,neural-bm25
g1-neural-bm25,architecture,ensemble,True,0.8500964545549008,0.8512091417677817,0.0011126872128809362,0.0011126872128809362,1,neural-bm25
g1-neural-bm25,architecture,entity-graph,True,0.8350413379424438,0.8342284796895436,-0.0008128582529002282,-0.0008128582529002282,1,neural-bm25
g1-neural-bm25,architecture,graphify,True,0.5775650846510725,0.5775650846510725,0.0,0.0,1,neural-bm25
g1-neural-bm25,architecture,legacy,True,0.8154736310803241,0.8154736310803241,0.0,0.0,1,neural-bm25
g1-neural-bm25,architecture,turso,True,0.5840043018567261,0.5840043018567261,0.0,0.0,1,neural-bm25
g1-neural-bm25,astro,adaptive,True,0.8333545047679802,0.777380336447773,-0.055974168320207185,-0.055974168320207185,1,neural-bm25
g1-neural-bm25,astro,classical,True,0.8333545047679802,0.777380336447773,-0.055974168320207185,-0.055974168320207185,1,neural-bm25
g1-neural-bm25,astro,embeddings,True,0.7851983317054789,0.7434446547499104,-0.04175367695556853,-0.04175367695556853,1,neural-bm25
g1-neural-bm25,astro,ensemble,True,0.8262231573917006,0.776574550158071,-0.04964860723362963,-0.04964860723362963,1,neural-bm25
g1-neural-bm25,astro,entity-graph,True,0.6947023065501792,0.6666633672811659,-0.02803893926901324,-0.02803893926901324,1,neural-bm25
g1-neural-bm25,astro,graphify,True,0.5779156769160976,0.5779156769160976,0.0,0.0,1,neural-bm25
g1-neural-bm25,astro,legacy,True,0.6051893734409577,0.6051893734409577,0.0,0.0,1,neural-bm25
g1-neural-bm25,astro,turso,True,0.47813551023378115,0.47813551023378115,0.0,0.0,1,neural-bm25
g1-neural-bm25,data-science,adaptive,True,0.9178174181007902,0.9196591552903186,0.001841737189528403,0.001841737189528403,1,neural-bm25
g1-neural-bm25,data-science,classical,True,0.8053872497363544,0.8053872497363544,0.0,0.0,1,neural-bm25
g1-neural-bm25,data-science,embeddings,True,0.60043749109768,0.8789004393851517,0.27846294828747176,0.27846294828747176,1,neural-bm25
g1-neural-bm25,data-science,ensemble,True,0.9278098590730673,0.9390012152794902,0.011191356206422864,0.011191356206422864,1,neural-bm25
g1-neural-bm25,data-science,entity-graph,True,0.8579062471314278,0.8074350170222658,-0.05047123010916199,-0.05047123010916199,1,neural-bm25
g1-neural-bm25,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0,1,neural-bm25
g1-neural-bm25,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0,1,neural-bm25
g1-neural-bm25,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0,1,neural-bm25
g1-neural-bm25,enterprise,adaptive,True,0.5033603261131847,0.5068734091416912,0.003513083028506503,0.003513083028506503,1,neural-bm25
g1-neural-bm25,enterprise,classical,True,0.43423767296046306,0.442499636298842,0.00826196333837892,0.00826196333837892,1,neural-bm25
g1-neural-bm25,enterprise,embeddings,True,0.516406878690786,0.6319043854152289,0.11549750672444281,0.11549750672444281,1,neural-bm25
g1-neural-bm25,enterprise,ensemble,True,0.5534950398893288,0.5407662212621369,-0.012728818627191885,-0.012728818627191885,1,neural-bm25
g1-neural-bm25,enterprise,entity-graph,True,0.4673466879301481,0.47275963568195856,0.0054129477518104485,0.0054129477518104485,1,neural-bm25
g1-neural-bm25,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0,1,neural-bm25
g1-neural-bm25,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0,1,neural-bm25
g1-neural-bm25,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0,1,neural-bm25
g1-expand-titles,architecture,adaptive,False,0.8560699230171966,0.8591134057567977,,0.003043482739601089,1,expand-titles
g1-expand-titles,architecture,classical,False,0.9257807641624444,0.9130658478616225,,-0.012714916300821888,1,expand-titles
g1-expand-titles,architecture,embeddings,False,0.7237714735653961,0.7237714735653961,,0.0,1,expand-titles
g1-expand-titles,architecture,ensemble,False,0.8500964545549008,0.8547148866549943,,0.004618432100093495,1,expand-titles
g1-expand-titles,architecture,entity-graph,False,0.8350413379424438,0.8350413379424438,,0.0,1,expand-titles
g1-expand-titles,architecture,graphify,False,0.5775650846510725,0.5775650846510725,,0.0,1,expand-titles
g1-expand-titles,architecture,legacy,False,0.8154736310803241,0.8154736310803241,,0.0,1,expand-titles
g1-expand-titles,architecture,turso,False,0.5840043018567261,0.5840043018567261,,0.0,1,expand-titles
g1-expand-titles,astro,adaptive,False,0.8333545047679802,0.8006091744649313,,-0.032745330303048936,1,expand-titles
g1-expand-titles,astro,classical,False,0.8333545047679802,0.8006091744649313,,-0.032745330303048936,1,expand-titles
g1-expand-titles,astro,embeddings,False,0.7851983317054789,0.7851983317054789,,0.0,1,expand-titles
g1-expand-titles,astro,ensemble,False,0.8262231573917006,0.7984135355121207,,-0.027809621879579915,1,expand-titles
g1-expand-titles,astro,entity-graph,False,0.6947023065501792,0.6947023065501792,,0.0,1,expand-titles
g1-expand-titles,astro,graphify,False,0.5779156769160976,0.5779156769160976,,0.0,1,expand-titles
g1-expand-titles,astro,legacy,False,0.6051893734409577,0.6051893734409577,,0.0,1,expand-titles
g1-expand-titles,astro,turso,False,0.47813551023378115,0.47813551023378115,,0.0,1,expand-titles
g1-expand-titles,data-science,adaptive,False,0.9178174181007902,0.918869991908305,,0.0010525738075147784,1,expand-titles
g1-expand-titles,data-science,classical,False,0.8053872497363544,0.8053872497363544,,0.0,1,expand-titles
g1-expand-titles,data-science,embeddings,False,0.60043749109768,0.60043749109768,,0.0,1,expand-titles
g1-expand-titles,data-science,ensemble,False,0.9278098590730673,,,,1,expand-titles
g1-expand-titles,data-science,entity-graph,False,0.8579062471314278,0.8579062471314278,,0.0,1,expand-titles
g1-expand-titles,data-science,graphify,False,0.5440998456059355,0.5440998456059355,,0.0,1,expand-titles
g1-expand-titles,data-science,legacy,False,0.8321588233274824,0.8321588233274824,,0.0,1,expand-titles
g1-expand-titles,data-science,turso,False,0.4016212910774567,0.4016212910774567,,0.0,1,expand-titles
g1-expand-titles,enterprise,adaptive,False,0.5033603261131847,0.5056922738907149,,0.0023319477775302078,1,expand-titles
g1-expand-titles,enterprise,classical,False,0.43423767296046306,0.4434644291211766,,0.009226756160713556,1,expand-titles
g1-expand-titles,enterprise,embeddings,False,0.516406878690786,0.516406878690786,,0.0,1,expand-titles
g1-expand-titles,enterprise,ensemble,False,0.5534950398893288,0.5401874564475949,,-0.013307583441733883,1,expand-titles
g1-expand-titles,enterprise,entity-graph,False,0.4673466879301481,0.4673466879301481,,0.0,1,expand-titles
g1-expand-titles,enterprise,graphify,False,0.13626228624863054,0.13626228624863054,,0.0,1,expand-titles
g1-expand-titles,enterprise,legacy,False,0.5749695375722894,0.5749695375722894,,0.0,1,expand-titles
g1-expand-titles,enterprise,turso,False,0.40319114502840775,0.40319114502840775,,0.0,1,expand-titles
